### File1
### Start time : 2024/04/10 13:35:21
### ACC FSR:8G
### GYRO FSR:2000
### MAG DATA:MAG OFF
### Interrupt Threshold:0101
### Data Rate:50Hz
### Data Type:9X DATA
### Feature:6X_LP_QUAT
### Gyro Cal:NO
### Gyro Data:CAL
### Acc Data:RAW
accX, accY, accZ, gyroX, gyroY, gyroZ, magX, magY, magZ
0.007, -0.064, 1.006, -15.808, 2.197, 0.793, 0.0, 0.0, 0.0
0.008, -0.064, 1.003, -15.808, 2.136, 0.793, 0.0, 0.0, 0.0
0.007, -0.064, 1.005, -15.747, 2.136, 0.793, 0.0, 0.0, 0.0
0.008, -0.065, 1.003, -15.747, 2.136, 0.793, 0.0, 0.0, 0.0
0.006, -0.065, 1.004, -15.808, 2.136, 0.793, 0.0, 0.0, 0.0
0.007, -0.063, 1.005, -15.808, 2.136, 0.793, 0.0, 0.0, 0.0
0.008, -0.066, 1.005, -15.808, 2.075, 0.732, 0.0, 0.0, 0.0
0.008, -0.065, 1.006, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.008, -0.064, 1.005, -15.747, 2.136, 0.732, 0.0, 0.0, 0.0
0.008, -0.064, 1.006, -15.808, 2.075, 0.793, 0.0, 0.0, 0.0
0.008, -0.065, 1.005, -15.808, 2.136, 0.793, 0.0, 0.0, 0.0
0.007, -0.064, 1.005, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.007, -0.065, 1.007, -15.808, 2.136, 0.793, 0.0, 0.0, 0.0
0.007, -0.065, 1.005, -15.808, 2.136, 0.793, 0.0, 0.0, 0.0
0.008, -0.064, 1.003, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.006, -0.066, 1.005, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.007, -0.065, 1.005, -15.747, 2.136, 0.793, 0.0, 0.0, 0.0
0.006, -0.066, 1.003, -15.747, 2.136, 0.793, 0.0, 0.0, 0.0
0.006, -0.065, 1.005, -15.747, 2.136, 0.793, 0.0, 0.0, 0.0
0.005, -0.066, 1.004, -15.808, 2.075, 0.732, 0.0, 0.0, 0.0
0.006, -0.065, 1.004, -15.808, 2.075, 0.732, 0.0, 0.0, 0.0
